Tube_ID,Color,Temperature,Accession,Species,Cond_freeze,Cond_N,Cond_boiling,Date,
103,red,4,1115-76 A,TATA,5.4,30.2,,3/13/20,0.178807947
658,red,4,1115-76 A,TATA,6.9,28.2,,3/13/20,0.244680851
161,orange,-10,1115-76 A,TATA,7.8,28.6,,3/13/20,0.272727273
654,red,4,1115-76 A,TATA,9.5,34,,3/13/20,0.279411765
167,orange,-10,1115-76 A,TATA,16.6,37,,3/13/20,0.448648649
242,orange,-10,1115-76 A,TATA,19,35.2,,3/13/20,0.539772727
689,orange,-20,1115-76 A,TATA,18.9,35,,3/13/20,0.54
740,green,-40,1115-76 A,TATA,23.2,40.7,,3/13/20,0.57002457
142,orange,-20,1115-76 A,TATA,28.9,48.4,,3/13/20,0.597107438
344,yellow,-30,1115-76 A,TATA,36.4,56.9,,3/13/20,0.639718805
352,yellow,-30,1115-76 A,TATA,25,38.7,,3/13/20,0.645994832
365,yellow,-30,1115-76 A,TATA,26.1,39.9,,3/13/20,0.654135338
736,green,-60,1115-76 A,TATA,36.4,54.5,,3/13/20,0.667889908
742,green,-60,1115-76 A,TATA,22.3,33.1,,3/13/20,0.673716012
739,green,-40,1115-76 A,TATA,33.4,47,,3/13/20,0.710638298
765,green,-60,1115-76 A,TATA,29,40.8,,3/13/20,0.710784314
569,blue,-80,1115-76 A,TATA,35.8,50.1,,3/13/20,0.714570858
4,red,4,115-2000 A,TATA,2.6,24.3,,3/13/20,0.106995885
75,red,4,115-2000 A,TATA,2.9,27.1,,3/13/20,0.10701107
150,orange,-10,115-2000 A,TATA,6.6,27.8,,3/13/20,0.237410072
221,orange,-10,115-2000 A,TATA,10.5,40.7,,3/13/20,0.257985258
183,orange,-10,115-2000 A,TATA,10.2,34.6,,3/13/20,0.294797688
697,orange,-20,115-2000 A,TATA,11.4,36.1,,3/13/20,0.315789474
171,orange,-20,115-2000 A,TATA,10.8,33.5,,3/13/20,0.32238806
320,yellow,-30,115-2000 A,TATA,10.7,31,,3/13/20,0.34516129
688,orange,-20,115-2000 A,TATA,9,24.4,,3/13/20,0.368852459
317,yellow,-30,115-2000 A,TATA,10.8,27.8,,3/13/20,0.388489209
786,blue,-80,115-2000 A,TATA,13.2,27.9,,3/13/20,0.47311828
305,yellow,-30,115-2000 A,TATA,10.9,22.8,,3/13/20,0.478070175
738,green,-40,115-2000 A,TATA,20.3,38.9,,3/13/20,0.5218509
737,green,-60,115-2000 A,TATA,15.5,29.4,,3/13/20,0.527210884
780,blue,-80,115-2000 A,TATA,16.1,30.5,,3/13/20,0.527868852
756,green,-40,115-2000 A,TATA,16.8,30.6,,3/13/20,0.549019608
788,blue,-80,115-2000 A,TATA,20.1,35,,3/13/20,0.574285714
759,green,-60,115-2000 A,TATA,16.8,26.9,,3/13/20,0.624535316
758,green,-40,115-2000 A,TATA,16.6,25.6,,3/13/20,0.6484375
28,red,4,122-2003 B,DAVI,9.3,78.3,,3/13/20,0.118773946
69,red,4,122-2003 B,DAVI,7,58.3,,3/13/20,0.120068611
54,red,4,122-2003 B,DAVI,12.3,83.2,,3/13/20,0.147836538
18,red,-10,122-2003 B,DAVI,15.9,73.8,,3/13/20,0.215447154
65,red,-10,122-2003 B,DAVI,14.8,65,,3/13/20,0.227692308
43,red,-10,122-2003 B,DAVI,17.8,56.2,,3/13/20,0.316725979
195,orange,-20,122-2003 B,DAVI,40,60.8,,3/13/20,0.657894737
208,orange,-20,122-2003 B,DAVI,47.5,71.3,,3/13/20,0.666199158
138,orange,-20,122-2003 B,DAVI,48.3,67.1,,3/13/20,0.719821162
500,green,-40,122-2003 B,DAVI,57.1,75.6,,3/13/20,0.755291005
568,blue,-60,122-2003 B,DAVI,38.9,51.5,,3/13/20,0.755339806
469,green,-40,122-2003 B,DAVI,56.5,73.5,,3/13/20,0.768707483
311,yellow,-30,122-2003 B,DAVI,62.2,80.6,,3/13/20,0.771712159
357,yellow,-30,122-2003 B,DAVI,57.3,73.8,,3/13/20,0.776422764
412,green,-40,122-2003 B,DAVI,70.5,89.9,,3/13/20,0.784204672
322,yellow,-30,122-2003 B,DAVI,50.8,60.1,,3/13/20,0.845257903
593,blue,-60,122-2003 B,DAVI,75.1,68.1,,3/13/20,1.102790015
544,blue,-80,122-2003 B,DAVI,85.8,58.5,,3/13/20,1.466666667
678,red,4,124-2005 C,SPIC,8.3,141.2,,3/13/20,0.05878187
672,red,4,124-2005 C,SPIC,21.7,141.7,,3/13/20,0.153140438
19,red,4,124-2005 C,SPIC,37.4,142.3,,3/13/20,0.262825018
690,orange,-20,124-2005 C,SPIC,13.9,52,,3/13/20,0.267307692
711,orange,-10,124-2005 C,SPIC,50.3,136.4,,3/13/20,0.368768328
731,orange,-10,124-2005 C,SPIC,57.7,148.4,,3/13/20,0.388814016
696,orange,-10,124-2005 C,SPIC,65.1,156.2,,3/13/20,0.416773367
725,orange,-20,124-2005 C,SPIC,82.5,177,,3/13/20,0.466101695
345,yellow,-30,124-2005 C,SPIC,92.5,185.9,,3/13/20,0.497579344
723,orange,-20,124-2005 C,SPIC,81.3,143.7,,3/13/20,0.565762004
388,green,-40,124-2005 C,SPIC,92.9,158,,3/13/20,0.587974684
438,green,-60,124-2005 C,SPIC,87.9,141.8,,3/13/20,0.619887165
775,blue,-80,124-2005 C,SPIC,72,114.8,,3/13/20,0.6271777
391,green,-40,124-2005 C,SPIC,95.4,149,,3/13/20,0.640268456
398,green,-40,124-2005 C,SPIC,107.5,161.8,,3/13/20,0.664400494
782,blue,-80,124-2005 C,SPIC,109.5,162.4,,3/13/20,0.674261084
319,yellow,-30,124-2005 C,SPIC,104.2,153.3,,3/13/20,0.679712981
396,green,-60,124-2005 C,SPIC,104.4,151.4,,3/13/20,0.689564069
323,yellow,-30,124-2005 C,SPIC,100.8,50.2,,3/13/20,2.007968127
82,red,4,126-2003 B,DAVI,5.8,68.1,,3/13/20,0.085168869
95,red,4,126-2003 B,DAVI,5.8,56.5,,3/13/20,0.102654867
11,red,4,126-2003 B,DAVI,9.9,75.4,,3/13/20,0.131299735
68,red,-10,126-2003 B,DAVI,16.7,96.2,,3/13/20,0.173596674
101,red,-10,126-2003 B,DAVI,15.1,80.9,,3/13/20,0.186650185
83,red,-10,126-2003 B,DAVI,11.3,60.1,,3/13/20,0.188019967
199,orange,-20,126-2003 B,DAVI,27.8,64.5,,3/13/20,0.431007752
165,orange,-20,126-2003 B,DAVI,41.8,92.9,,3/13/20,0.449946179
197,orange,-20,126-2003 B,DAVI,43.1,84.7,,3/13/20,0.508854782
326,yellow,-30,126-2003 B,DAVI,37.7,67.5,,3/13/20,0.558518519
261,yellow,-30,126-2003 B,DAVI,59.7,102.1,,3/13/20,0.584720862
501,green,-40,126-2003 B,DAVI,50.3,84.2,,3/13/20,0.597387173
264,yellow,-30,126-2003 B,DAVI,44.5,71.6,,3/13/20,0.62150838
595,blue,-60,126-2003 B,DAVI,41.9,61.7,,3/13/20,0.679092382
490,green,-40,126-2003 B,DAVI,48.8,69.3,,3/13/20,0.704184704
479,green,-40,126-2003 B,DAVI,52.7,71.7,,3/13/20,0.735006974
624,blue,-80,126-2003 B,DAVI,73.1,96.2,,3/13/20,0.75987526
631,blue,-60,126-2003 B,DAVI,47.8,61.6,,3/13/20,0.775974026
621,blue,-80,126-2003 B,DAVI,93.9,119.6,,3/13/20,0.785117057
514,blue,-60,126-2003 B,DAVI,49,61.9,,3/13/20,0.791599354
14,red,4,1400-77 E,TEGM,11.4,106.9,,3/13/20,0.106641721
64,red,4,1400-77 E,TEGM,16.2,106.9,,3/13/20,0.151543499
122,red,4,1400-77 E,TEGM,15.8,99.1,,3/13/20,0.159434914
222,orange,-10,1400-77 E,TEGM,31.9,145.5,,3/13/20,0.219243986
244,orange,-10,1400-77 E,TEGM,32.1,141.1,,3/13/20,0.227498228
692,orange,-10,1400-77 E,TEGM,43.7,150.6,,3/13/20,0.290172643
188,orange,-20,1400-77 E,TEGM,73.5,168.7,,3/13/20,0.435684647
158,orange,-20,1400-77 E,TEGM,46.8,87.5,,3/13/20,0.534857143
727,orange,-20,1400-77 E,TEGM,54,100,,3/13/20,0.54
379,yellow,-30,1400-77 E,TEGM,61,108.5,,3/13/20,0.562211982
308,yellow,-30,1400-77 E,TEGM,61.2,105,,3/13/20,0.582857143
351,yellow,-30,1400-77 E,TEGM,68.8,115.8,,3/13/20,0.594127807
763,green,-60,1400-77 E,TEGM,90.8,144.6,,3/13/20,0.627939142
750,green,-40,1400-77 E,TEGM,75.6,119.7,,3/13/20,0.631578947
789,blue,-80,1400-77 E,TEGM,79.2,125,,3/13/20,0.6336
751,green,-40,1400-77 E,TEGM,94,146,,3/13/20,0.643835616
748,green,-60,1400-77 E,TEGM,103,155.9,,3/13/20,0.660679923
745,green,-60,1400-77 E,TEGM,97.5,145.7,,3/13/20,0.669183253
785,blue,-80,1400-77 E,TEGM,77.9,114.4,,3/13/20,0.680944056
760,green,-40,1400-77 E,TEGM,78.1,111.3,,3/13/20,0.701707098
777,blue,-80,1400-77 E,TEGM,97.3,127.5,,3/13/20,0.763137255
38,red,4,172-2001 B,CAMP,11.1,47.8,,3/13/20,0.232217573
88,red,-10,172-2001 B,CAMP,12.3,48.6,,3/13/20,0.25308642
3,red,-10,172-2001 B,CAMP,14.3,49.1,,3/13/20,0.291242363
60,red,-10,172-2001 B,CAMP,16.7,53.4,,3/13/20,0.312734082
20,red,4,172-2001 B,CAMP,14.1,44.7,,3/13/20,0.315436242
16,red,4,172-2001 B,CAMP,14,37.2,,3/13/20,0.376344086
130,orange,-20,172-2001 B,CAMP,24.9,55.4,,3/13/20,0.449458484
179,orange,-20,172-2001 B,CAMP,24.9,52.1,,3/13/20,0.477927063
149,orange,-20,172-2001 B,CAMP,25.3,48.8,,3/13/20,0.518442623
567,blue,-80,172-2001 B,CAMP,25.9,45.3,,3/13/20,0.571743929
573,blue,-80,172-2001 B,CAMP,35.1,60.3,,3/13/20,0.582089552
471,green,-40,172-2001 B,CAMP,46.6,79.1,,3/13/20,0.589127686
349,yellow,-30,172-2001 B,CAMP,25.8,40.1,,3/13/20,0.643391521
303,yellow,-30,172-2001 B,CAMP,43.5,67.6,,3/13/20,0.643491124
316,yellow,-30,172-2001 B,CAMP,44.6,66.7,,3/13/20,0.668665667
505,green,-40,172-2001 B,CAMP,49.5,71.2,,3/13/20,0.695224719
630,blue,-80,172-2001 B,CAMP,40,56.7,,3/13/20,0.705467372
481,green,-40,172-2001 B,CAMP,35.4,45.1,,3/13/20,0.784922395
564,blue,-60,172-2001 B,CAMP,38.7,46.4,,3/13/20,0.834051724
572,blue,-60,172-2001 B,CAMP,41.8,50.1,,3/13/20,0.834331337
546,blue,-60,172-2001 B,CAMP,60.2,55.5,,3/13/20,1.084684685
666,red,4,19634 A,PSEP,19.4,172.3,,3/13/20,0.112594312
686,red,4,19634 A,PSEP,15.6,126.4,,3/13/20,0.123417722
655,red,4,19634 A,PSEP,9,71.5,,3/13/20,0.125874126
251,orange,-10,19634 A,PSEP,32.5,235,,3/13/20,0.138297872
145,orange,-10,19634 A,PSEP,17.3,106.9,,3/13/20,0.161833489
205,orange,-10,19634 A,PSEP,25.4,136.6,,3/13/20,0.185944363
250,orange,-20,19634 A,PSEP,55.3,177.4,,3/13/20,0.311724915
219,orange,-20,19634 A,PSEP,38.8,123.3,,3/13/20,0.314679643
210,orange,-20,19634 A,PSEP,36.5,100.6,,3/13/20,0.362823062
284,yellow,-30,19634 A,PSEP,95.3,204.8,,3/13/20,0.465332031
292,yellow,-30,19634 A,PSEP,114.9,225.4,,3/13/20,0.509760426
406,green,-40,19634 A,PSEP,72.6,141.6,,3/13/20,0.512711864
434,green,-40,19634 A,PSEP,56.4,109.5,,3/13/20,0.515068493
499,green,-60,19634 A,PSEP,66.5,119.4,,3/13/20,0.556951424
410,green,-40,19634 A,PSEP,67.2,115.1,,3/13/20,0.583840139
429,green,-60,19634 A,PSEP,124.6,192.7,,3/13/20,0.646600934
272,yellow,-30,19634 A,PSEP,69,103.9,,3/13/20,0.664100096
562,blue,-80,19634 A,PSEP,81.9,122.3,,3/13/20,0.669664759
400,green,-60,19634 A,PSEP,92.9,134.3,,3/13/20,0.691734922
808,blue,-80,19634 A,PSEP,66.5,95.3,,3/13/20,0.697796432
662,red,4,207-2005 A,RUBR,6.8,49.9,,3/13/20,0.136272545
143,orange,-10,207-2005 A,RUBR,4,28.8,,3/13/20,0.138888889
680,red,4,207-2005 A,RUBR,9.9,47.3,,3/13/20,0.209302326
646,red,4,207-2005 A,RUBR,7.6,29,,3/13/20,0.262068966
174,orange,-10,207-2005 A,RUBR,11.5,40.6,,3/13/20,0.283251232
362,yellow,-30,207-2005 A,RUBR,14.3,49.2,,3/13/20,0.290650407
148,orange,-10,207-2005 A,RUBR,18,50,,3/13/20,0.36
200,orange,-20,207-2005 A,RUBR,16.9,37.7,,3/13/20,0.448275862
463,green,-40,207-2005 A,RUBR,17.5,39,,3/13/20,0.448717949
792,blue,-80,207-2005 A,RUBR,15.2,33.4,,3/13/20,0.45508982
807,blue,-80,207-2005 A,RUBR,27.6,60.1,,3/13/20,0.459234609
468,green,-60,207-2005 A,RUBR,25.6,55.3,,3/13/20,0.462929476
331,yellow,-30,207-2005 A,RUBR,19.7,40.8,,3/13/20,0.482843137
484,green,-60,207-2005 A,RUBR,25.9,52.7,,3/13/20,0.491461101
496,green,-40,207-2005 A,RUBR,23.1,46.8,,3/13/20,0.493589744
456,green,-60,207-2005 A,RUBR,21.9,42.9,,3/13/20,0.51048951
393,yellow,-30,207-2005 A,RUBR,25,47.1,,3/13/20,0.530785563
803,blue,-80,207-2005 A,RUBR,20.1,36,,3/13/20,0.558333333
225,orange,-10,22858 B,PSEP,13.7,140.3,,3/13/20,0.097647897
649,red,4,22858 B,PSEP,32.8,255.4,,3/13/20,0.128425998
660,red,4,22858 B,PSEP,28.8,213.7,,3/13/20,0.134768367
215,orange,-10,22858 B,PSEP,43.2,240.3,,3/13/20,0.179775281
211,orange,-10,22858 B,PSEP,45.1,235.5,,3/13/20,0.191507431
642,red,4,22858 B,PSEP,43.7,226.7,,3/13/20,0.19276577
132,orange,-20,22858 B,PSEP,123.1,275.5,,3/13/20,0.446823956
256,orange,-20,22858 B,PSEP,113.7,234.6,,3/13/20,0.484654731
201,orange,-20,22858 B,PSEP,160.7,306.2,,3/13/20,0.524820379
288,yellow,-30,22858 B,PSEP,129,239.3,,3/13/20,0.539072294
299,yellow,-30,22858 B,PSEP,155,242.8,,3/13/20,0.638385502
431,green,-40,22858 B,PSEP,166,259.7,,3/13/20,0.639199076
296,yellow,-30,22858 B,PSEP,186.7,289.7,,3/13/20,0.644459786
466,green,-60,22858 B,PSEP,144.4,223,,3/13/20,0.647533632
435,green,-40,22858 B,PSEP,166.8,249.4,,3/13/20,0.668805132
424,green,-60,22858 B,PSEP,211.3,301.7,,3/13/20,0.700364601
475,green,-40,22858 B,PSEP,187.1,261.3,,3/13/20,0.716035209
542,blue,-80,22858 B,PSEP,162.3,224.1,,3/13/20,0.724230254
801,blue,-80,22858 B,PSEP,185.5,236.1,,3/13/20,0.785684032
703,orange,-10,246-2010 A,SACC,5.7,54.1,,3/13/20,0.105360444
102,red,4,246-2010 A,SACC,10.9,65.9,,3/13/20,0.165402124
79,red,4,246-2010 A,SACC,15.5,89.6,,3/13/20,0.172991071
119,red,4,246-2010 A,SACC,16.7,82.7,,3/13/20,0.201934704
716,orange,-10,246-2010 A,SACC,19.8,75.4,,3/13/20,0.262599469
709,orange,-20,246-2010 A,SACC,29.3,105.5,,3/13/20,0.277725118
712,orange,-10,246-2010 A,SACC,26.9,89.7,,3/13/20,0.299888517
729,orange,-20,246-2010 A,SACC,27.2,87.5,,3/13/20,0.310857143
356,yellow,-30,246-2010 A,SACC,19,57.3,,3/13/20,0.331588133
701,orange,-20,246-2010 A,SACC,37.9,103.9,,3/13/20,0.364773821
401,green,-60,246-2010 A,SACC,40.1,76.8,,3/13/20,0.522135417
389,green,-40,246-2010 A,SACC,57.7,104.7,,3/13/20,0.551098376
340,yellow,-30,246-2010 A,SACC,55,99.2,,3/13/20,0.554435484
318,yellow,-30,246-2010 A,SACC,57.2,101.9,,3/13/20,0.561334642
778,blue,-80,246-2010 A,SACC,47.4,81.9,,3/13/20,0.578754579
393,green,-40,246-2010 A,SACC,37.4,60.6,,3/13/20,0.617161716
814,blue,-80,246-2010 A,SACC,66.1,104,,3/13/20,0.635576923
385,green,-60,246-2010 A,SACC,58.3,86.9,,3/13/20,0.670886076
395,green,-40,246-2010 A,SACC,57,83.9,,3/13/20,0.679380215
446,green,-60,246-2010 A,SACC,70.8,101,,3/13/20,0.700990099
809,blue,-80,246-2010 A,SACC,70.2,93.8,,3/13/20,0.748400853
126,red,4,270-2010 A,SPIC,3.1,44.9,,3/13/20,0.069042316
647,red,4,270-2010 A,SPIC,3.1,39.5,,3/13/20,0.078481013
728,orange,-10,270-2010 A,SPIC,6.3,43.3,,3/13/20,0.145496536
196,orange,-10,270-2010 A,SPIC,9.6,54.7,,3/13/20,0.175502742
2,red,4,270-2010 A,SPIC,7.6,36.2,,3/13/20,0.209944751
162,orange,-10,270-2010 A,SPIC,10.9,45.3,,3/13/20,0.240618102
699,orange,-20,270-2010 A,SPIC,16.5,60.6,,3/13/20,0.272277228
310,yellow,-30,270-2010 A,SPIC,15.8,54.2,,3/13/20,0.291512915
714,orange,-20,270-2010 A,SPIC,20.1,54.7,,3/13/20,0.367458867
432,green,-40,270-2010 A,SPIC,19.5,46.1,,3/13/20,0.422993492
764,green,-60,270-2010 A,SPIC,24.1,52.3,,3/13/20,0.460803059
732,green,-40,270-2010 A,SPIC,23.1,50,,3/13/20,0.462
372,yellow,-30,270-2010 A,SPIC,24.5,50.6,,3/13/20,0.484189723
771,green,-60,270-2010 A,SPIC,26.3,54.3,,3/13/20,0.484346225
313,yellow,-30,270-2010 A,SPIC,29.1,54.6,,3/13/20,0.532967033
783,blue,-80,270-2010 A,SPIC,28,50.7,,3/13/20,0.552268245
753,green,-40,270-2010 A,SPIC,27.4,47.5,,3/13/20,0.576842105
805,blue,-80,270-2010 A,SPIC,27,44.8,,3/13/20,0.602678571
776,blue,-80,270-2010 A,SPIC,36.6,58.9,,3/13/20,0.62139219
744,green,-60,270-2010 A,SPIC,30.7,46.8,,3/13/20,0.655982906
67,red,4,31-73 A,HYRC,3.9,26.1,,3/13/20,0.149425287
44,red,4,31-73 A,HYRC,7.2,41.2,,3/13/20,0.174757282
13,red,4,31-73 A,HYRC,12.6,58.3,,3/13/20,0.216123499
112,red,-10,31-73 A,HYRC,12.6,42.3,,3/13/20,0.29787234
25,red,-10,31-73 A,HYRC,16.2,51.6,,3/13/20,0.313953488
247,orange,-20,31-73 A,HYRC,19.6,62.2,,3/13/20,0.31511254
241,orange,-20,31-73 A,HYRC,10.6,28.3,,3/13/20,0.374558304
123,red,-10,31-73 A,HYRC,19.2,49.6,,3/13/20,0.387096774
224,orange,-20,31-73 A,HYRC,34.3,81.3,,3/13/20,0.421894219
347,yellow,-30,31-73 A,HYRC,27.7,48.2,,3/13/20,0.574688797
604,blue,-60,31-73 A,HYRC,26.2,44.8,,3/13/20,0.584821429
374,yellow,-30,31-73 A,HYRC,20.6,30.8,,3/13/20,0.668831169
504,green,-40,31-73 A,HYRC,36.5,54,,3/13/20,0.675925926
307,yellow,-30,31-73 A,HYRC,35,49,,3/13/20,0.714285714
474,green,-40,31-73 A,HYRC,24.5,33.6,,3/13/20,0.729166667
502,green,-40,31-73 A,HYRC,44.8,58.6,,3/13/20,0.764505119
515,blue,-60,31-73 A,HYRC,41.6,48,,3/13/20,0.866666667
528,blue,-80,31-73 A,HYRC,56.4,49.6,,3/13/20,1.137096774
53,red,4,31-73 B,HYRC,5.4,26.1,,3/13/20,0.206896552
63,red,4,31-73 B,HYRC,9.3,33.7,,3/13/20,0.275964392
21,red,4,31-73 B,HYRC,9.8,34.5,,3/13/20,0.284057971
116,red,-10,31-73 B,HYRC,14.6,44.7,,3/13/20,0.326621924
73,red,-10,31-73 B,HYRC,13.9,36.6,,3/13/20,0.379781421
94,red,-10,31-73 B,HYRC,15.4,37.6,,3/13/20,0.409574468
226,orange,-20,31-73 B,HYRC,26.6,50.6,,3/13/20,0.5256917
249,orange,-20,31-73 B,HYRC,25.4,47.8,,3/13/20,0.531380753
216,orange,-20,31-73 B,HYRC,24.3,41.1,,3/13/20,0.591240876
427,green,-40,31-73 B,HYRC,26.3,42,,3/13/20,0.626190476
279,yellow,-30,31-73 B,HYRC,31.4,49.4,,3/13/20,0.63562753
448,green,-40,31-73 B,HYRC,44.8,64.2,,3/13/20,0.697819315
585,blue,-80,31-73 B,HYRC,36.4,51.5,,3/13/20,0.706796117
324,yellow,-30,31-73 B,HYRC,30.4,42.9,,3/13/20,0.708624709
439,green,-40,31-73 B,HYRC,27.4,36.9,,3/13/20,0.742547425
626,blue,-60,31-73 B,HYRC,29.1,38.9,,3/13/20,0.748071979
290,yellow,-30,31-73 B,HYRC,40.6,46.9,,3/13/20,0.865671642
609,blue,-80,31-73 B,HYRC,35.2,33.5,,3/13/20,1.050746269
683,red,-10,31-73 C,HYRC,9.5,52.4,,3/13/20,0.18129771
677,red,4,31-73 C,HYRC,4.4,23.1,,3/13/20,0.19047619
676,red,4,31-73 C,HYRC,9.2,43.9,,3/13/20,0.209567198
685,red,4,31-73 C,HYRC,13.8,49.3,,3/13/20,0.279918864
684,red,-10,31-73 C,HYRC,18.5,57.9,,3/13/20,0.319516408
656,red,-10,31-73 C,HYRC,16.8,52.3,,3/13/20,0.321223709
160,orange,-20,31-73 C,HYRC,14.1,38.5,,3/13/20,0.366233766
234,orange,-20,31-73 C,HYRC,17,39.7,,3/13/20,0.428211587
246,orange,-20,31-73 C,HYRC,27,60.5,,3/13/20,0.446280992
295,yellow,-30,31-73 C,HYRC,24.7,50.4,,3/13/20,0.490079365
271,yellow,-30,31-73 C,HYRC,32,61.7,,3/13/20,0.518638574
473,green,-40,31-73 C,HYRC,20.3,37.7,,3/13/20,0.538461538
413,green,-40,31-73 C,HYRC,44.1,77,,3/13/20,0.572727273
275,yellow,-30,31-73 C,HYRC,25.3,43.6,,3/13/20,0.580275229
623,blue,-60,31-73 C,HYRC,26.1,42.4,,3/13/20,0.615566038
498,green,-40,31-73 C,HYRC,34.7,56.3,,3/13/20,0.61634103
605,blue,-80,31-73 C,HYRC,34.8,50,,3/13/20,0.696
563,blue,-60,31-73 C,HYRC,38.1,51.3,,3/13/20,0.742690058
614,blue,-80,31-73 C,HYRC,29.6,26.9,,3/13/20,1.100371747
56,red,4,33-95 B,TEGM,19.8,94,,3/13/20,0.210638298
118,red,4,33-95 B,TEGM,14,61.3,,3/13/20,0.228384992
7,red,4,33-95 B,TEGM,19.4,66.9,,3/13/20,0.289985052
134,orange,-10,33-95 B,TEGM,25.5,69.4,,3/13/20,0.367435159
186,orange,-10,33-95 B,TEGM,24.5,66.6,,3/13/20,0.367867868
325,yellow,-30,33-95 B,TEGM,67.3,165.3,,3/13/20,0.407138536
129,orange,-10,33-95 B,TEGM,43.9,91.9,,3/13/20,0.477693145
181,orange,-20,33-95 B,TEGM,30.5,60.9,,3/13/20,0.500821018
695,orange,-20,33-95 B,TEGM,48,87.8,,3/13/20,0.546697039
747,green,-40,33-95 B,TEGM,40.1,71.7,,3/13/20,0.559274756
735,green,-60,33-95 B,TEGM,64.8,107.9,,3/13/20,0.60055607
772,green,-60,33-95 B,TEGM,54.8,89.8,,3/13/20,0.610244989
734,green,-40,33-95 B,TEGM,56.9,92.4,,3/13/20,0.615800866
