Tube_ID,Color,Temperature,Accession,Species,Cond_freeze,Cond_N,Cond_boiling,Date,
384,yellow,-30,33-95 B,TEGM,66.1,101,,3/13/20,0.654455446
793,blue,-80,33-95 B,TEGM,80.9,122.5,,3/13/20,0.660408163
334,yellow,-30,33-95 B,TEGM,66.9,98.2,,3/13/20,0.681262729
761,green,-60,33-95 B,TEGM,57.2,83.9,,3/13/20,0.681764005
781,blue,-80,33-95 B,TEGM,62.7,82.4,,3/13/20,0.76092233
757,green,-40,33-95 B,TEGM,58.3,72.8,,3/13/20,0.800824176
48,red,4,379-2007 A,CAMP,8.2,34.9,,3/13/20,0.23495702
77,red,4,379-2007 A,CAMP,9.2,34.4,,3/13/20,0.26744186
52,red,4,379-2007 A,CAMP,9.5,35.3,,3/13/20,0.269121813
106,red,-10,379-2007 A,CAMP,15.4,49.3,,3/13/20,0.312373225
121,red,-10,379-2007 A,CAMP,14.9,39.9,,3/13/20,0.373433584
120,red,-10,379-2007 A,CAMP,14.2,37,,3/13/20,0.383783784
229,orange,-20,379-2007 A,CAMP,20,49,,3/13/20,0.408163265
373,yellow,-30,379-2007 A,CAMP,27.7,56.4,,3/13/20,0.491134752
177,orange,-20,379-2007 A,CAMP,27.1,54.5,,3/13/20,0.497247706
173,orange,-20,379-2007 A,CAMP,21.6,41.8,,3/13/20,0.516746411
454,green,-40,379-2007 A,CAMP,37.6,64.8,,3/13/20,0.580246914
282,yellow,-30,379-2007 A,CAMP,22.6,37.3,,3/13/20,0.605898123
629,blue,-80,379-2007 A,CAMP,29.3,43.9,,3/13/20,0.667425968
633,blue,-80,379-2007 A,CAMP,32.7,48.9,,3/13/20,0.668711656
425,green,-40,379-2007 A,CAMP,23.4,34.7,,3/13/20,0.674351585
422,green,-40,379-2007 A,CAMP,25.3,36.7,,3/13/20,0.689373297
574,blue,-80,379-2007 A,CAMP,44.3,60.7,,3/13/20,0.729818781
369,yellow,-30,379-2007 A,CAMP,27.9,37.6,,3/13/20,0.742021277
606,blue,-60,379-2007 A,CAMP,36.2,40.2,,3/13/20,0.900497512
29,red,4,435-84 A,CAUD,5.5,47.5,,3/13/20,0.115789474
117,red,4,435-84 A,CAUD,7,52.3,,3/13/20,0.133843212
45,red,4,435-84 A,CAUD,9.6,61.5,,3/13/20,0.156097561
87,red,-10,435-84 A,CAUD,21.8,56.5,,3/13/20,0.385840708
104,red,-10,435-84 A,CAUD,20.3,47.6,,3/13/20,0.426470588
80,red,-10,435-84 A,CAUD,23.1,47.5,,3/13/20,0.486315789
566,blue,-60,435-84 A,CAUD,28.3,39.1,,3/13/20,0.723785166
182,orange,-20,435-84 A,CAUD,35.9,48,,3/13/20,0.747916667
467,green,-40,435-84 A,CAUD,57.7,72.4,,3/13/20,0.796961326
176,orange,-20,435-84 A,CAUD,36.5,45.2,,3/13/20,0.807522124
152,orange,-20,435-84 A,CAUD,47.3,58.2,,3/13/20,0.812714777
348,yellow,-30,435-84 A,CAUD,53.5,61.5,,3/13/20,0.869918699
355,yellow,-30,435-84 A,CAUD,50.3,57.2,,3/13/20,0.879370629
486,green,-40,435-84 A,CAUD,43.1,48.9,,3/13/20,0.881390593
277,yellow,-30,435-84 A,CAUD,66.4,72.2,,3/13/20,0.91966759
482,green,-40,435-84 A,CAUD,56,59.1,,3/13/20,0.947546531
33,red,4,435-84 B,CAUD,20,96.9,,3/13/20,0.206398349
8,red,4,435-84 B,CAUD,19.3,78.9,,3/13/20,0.244613435
57,red,4,435-84 B,CAUD,17.6,70.3,,3/13/20,0.250355619
96,red,-10,435-84 B,CAUD,22.9,88,,3/13/20,0.260227273
18,red,-10,435-84 B,CAUD,27.6,75.5,,3/13/20,0.365562914
91,red,-10,435-84 B,CAUD,31.5,78.1,,3/13/20,0.403329065
592,blue,-60,435-84 B,CAUD,68.2,114.7,,3/13/20,0.594594595
638,blue,-60,435-84 B,CAUD,69.2,106.9,,3/13/20,0.647333957
202,orange,-20,435-84 B,CAUD,86.9,131.5,,3/13/20,0.660836502
239,orange,-20,435-84 B,CAUD,66.1,98,,3/13/20,0.674489796
453,green,-40,435-84 B,CAUD,85.3,126.2,,3/13/20,0.675911252
589,blue,-80,435-84 B,CAUD,74.4,105.4,,3/13/20,0.705882353
168,orange,-20,435-84 B,CAUD,71.7,99.9,,3/13/20,0.717717718
509,green,-40,435-84 B,CAUD,76.3,102.4,,3/13/20,0.745117188
366,yellow,-30,435-84 B,CAUD,95.5,126.9,,3/13/20,0.752561072
409,green,-40,435-84 B,CAUD,61,79.8,,3/13/20,0.764411028
276,yellow,-30,435-84 B,CAUD,73.2,95.5,,3/13/20,0.766492147
314,yellow,-30,435-84 B,CAUD,82.9,107.6,,3/13/20,0.770446097
591,blue,-80,435-84 B,CAUD,72.8,94.3,,3/13/20,0.772004242
622,blue,-60,435-84 B,CAUD,75.1,94.7,,3/13/20,0.793030623
40,red,4,435-84 C,CAUD,9.2,73,,3/13/20,0.126027397
74,red,4,435-84 C,CAUD,9.8,75.7,,3/13/20,0.129458388
59,red,4,435-84 C,CAUD,11,69.9,,3/13/20,0.157367668
42,red,-10,435-84 C,CAUD,20.4,60,,3/13/20,0.34
85,red,-10,435-84 C,CAUD,30.9,72.1,,3/13/20,0.428571429
97,red,-10,435-84 C,CAUD,41.3,92.2,,3/13/20,0.447939262
535,blue,-60,435-84 C,CAUD,51.6,113.5,,3/13/20,0.454625551
539,blue,-60,435-84 C,CAUD,40.9,68,,3/13/20,0.601470588
556,blue,-60,435-84 C,CAUD,33.9,50.1,,3/13/20,0.676646707
203,orange,-20,435-84 C,CAUD,58.2,85.2,,3/13/20,0.683098592
531,blue,-80,435-84 C,CAUD,72.8,105.8,,3/13/20,0.688090737
213,orange,-20,435-84 C,CAUD,55.2,75.9,,3/13/20,0.727272727
404,green,-40,435-84 C,CAUD,80.8,107.9,,3/13/20,0.74884152
476,green,-40,435-84 C,CAUD,43,56.3,,3/13/20,0.763765542
169,orange,-20,435-84 C,CAUD,44.3,56.8,,3/13/20,0.779929577
262,yellow,-30,435-84 C,CAUD,49.2,62.5,,3/13/20,0.7872
441,green,-40,435-84 C,CAUD,51.8,62.9,,3/13/20,0.823529412
304,yellow,-30,435-84 C,CAUD,53.5,64.2,,3/13/20,0.833333333
285,yellow,-30,435-84 C,CAUD,72,81,,3/13/20,0.888888889
682,red,4,524-2009 A,RUBR,5.5,62.2,,3/13/20,0.088424437
671,red,4,524-2009 A,RUBR,11.5,81.9,,3/13/20,0.14041514
648,red,4,524-2009 A,RUBR,15.4,65.1,,3/13/20,0.23655914
156,orange,-10,524-2009 A,RUBR,20.1,66.8,,3/13/20,0.300898204
141,orange,-10,524-2009 A,RUBR,15.9,49,,3/13/20,0.324489796
159,orange,-10,524-2009 A,RUBR,32.4,97.4,,3/13/20,0.332648871
289,yellow,-30,524-2009 A,RUBR,42.5,97.6,,3/13/20,0.43545082
460,green,-60,524-2009 A,RUBR,40.1,81.8,,3/13/20,0.490220049
402,green,-60,524-2009 A,RUBR,37.7,76.8,,3/13/20,0.490885417
421,green,-60,524-2009 A,RUBR,70.4,137.3,,3/13/20,0.512745812
419,green,-40,524-2009 A,RUBR,48.4,92.8,,3/13/20,0.521551724
491,green,-40,524-2009 A,RUBR,29.8,55.8,,3/13/20,0.534050179
297,yellow,-30,524-2009 A,RUBR,24.7,45,,3/13/20,0.548888889
278,yellow,-30,524-2009 A,RUBR,59.6,107.9,,3/13/20,0.552363299
811,blue,-80,524-2009 A,RUBR,62.3,109.2,,3/13/20,0.570512821
163,orange,-20,524-2009 A,RUBR,33.4,55.8,,3/13/20,0.598566308
230,orange,-20,524-2009 A,RUBR,39.8,64.4,,3/13/20,0.618012422
596,blue,-80,524-2009 A,RUBR,39.1,59.6,,3/13/20,0.656040268
442,green,-40,524-2009 A,RUBR,62.3,94.2,,3/13/20,0.661358811
722,orange,-10,530-2008 A,SACC,7.6,69.9,,3/13/20,0.108726753
644,red,4,530-2008 A,SACC,6.9,63.1,,3/13/20,0.109350238
708,orange,-10,530-2008 A,SACC,7.3,54.1,,3/13/20,0.134935305
681,red,4,530-2008 A,SACC,7.9,58.4,,3/13/20,0.135273973
643,red,4,530-2008 A,SACC,6.8,48.7,,3/13/20,0.13963039
724,orange,-20,530-2008 A,SACC,13.4,67.7,,3/13/20,0.197932053
721,orange,-10,530-2008 A,SACC,14.7,73.9,,3/13/20,0.198917456
717,orange,-20,530-2008 A,SACC,8.3,36.5,,3/13/20,0.22739726
399,green,-60,530-2008 A,SACC,23.8,91.3,,3/13/20,0.26067908
459,green,-40,530-2008 A,SACC,35.4,117.3,,3/13/20,0.301790281
790,blue,-80,530-2008 A,SACC,19.2,62.3,,3/13/20,0.308186196
312,yellow,-30,530-2008 A,SACC,23.4,73.7,,3/13/20,0.317503392
497,green,-60,530-2008 A,SACC,10.9,32.6,,3/13/20,0.334355828
488,green,-60,530-2008 A,SACC,29.6,82.7,,3/13/20,0.357920193
329,yellow,-30,530-2008 A,SACC,15.8,41.4,,3/13/20,0.381642512
411,green,-40,530-2008 A,SACC,22.2,52.3,,3/13/20,0.424474187
795,blue,-80,530-2008 A,SACC,39.5,79.7,,3/13/20,0.495608532
779,blue,-80,530-2008 A,SACC,17.4,34.6,,3/13/20,0.502890173
390,green,-40,530-2008 A,SACC,22.3,44.1,,3/13/20,0.505668934
127,red,4,531-94 A,TEGM,5.4,66.1,,3/13/20,0.081694402
61,red,4,531-94 A,TEGM,7.5,62.5,,3/13/20,0.12
817,red,4,531-94 A,TEGM,13.3,69.9,,3/13/20,0.190271817
255,orange,-10,531-94 A,TEGM,12,56.3,,3/13/20,0.213143872
214,orange,-10,531-94 A,TEGM,16.9,79.2,,3/13/20,0.213383838
220,orange,-10,531-94 A,TEGM,15.7,64.3,,3/13/20,0.244167963
133,orange,-20,531-94 A,TEGM,31.2,81.8,,3/13/20,0.381418093
140,orange,-20,531-94 A,TEGM,24.1,61.6,,3/13/20,0.391233766
336,yellow,-30,531-94 A,TEGM,45.5,91.9,,3/13/20,0.495103373
819,blue,-80,531-94 A,TEGM,33.7,64.2,,3/13/20,0.524922118
733,green,-60,531-94 A,TEGM,33.6,62.2,,3/13/20,0.540192926
821,blue,-80,531-94 A,TEGM,47.1,86.8,,3/13/20,0.542626728
743,green,-40,531-94 A,TEGM,44.2,79.3,,3/13/20,0.557377049
773,green,-60,531-94 A,TEGM,57.8,97.3,,3/13/20,0.594039054
746,green,-40,531-94 A,TEGM,40.5,67.6,,3/13/20,0.599112426
358,yellow,-30,531-94 A,TEGM,48.9,81,,3/13/20,0.603703704
820,blue,-80,531-94 A,TEGM,54.8,88,,3/13/20,0.622727273
818,green,-60,531-94 A,TEGM,52.6,74.4,,3/13/20,0.706989247
335,yellow,-30,531-94 A,TEGM,63.3,84.8,,3/13/20,0.746462264
754,green,-40,531-94 A,TEGM,44.7,57.9,,3/13/20,0.772020725
650,red,4,567-2008 B,RUBR,3.5,32.7,,3/13/20,0.107033639
245,orange,-10,567-2008 B,RUBR,4,28.2,,3/13/20,0.141843972
651,red,4,567-2008 B,RUBR,6.4,40.8,,3/13/20,0.156862745
664,red,4,567-2008 B,RUBR,9.8,45.8,,3/13/20,0.213973799
217,orange,-10,567-2008 B,RUBR,10.3,44.4,,3/13/20,0.231981982
147,orange,-20,567-2008 B,RUBR,9,28,,3/13/20,0.321428571
286,yellow,-30,567-2008 B,RUBR,12.1,34.8,,3/13/20,0.347701149
248,orange,-10,567-2008 B,RUBR,18.7,49.7,,3/13/20,0.376257545
175,orange,-20,567-2008 B,RUBR,23.3,56.6,,3/13/20,0.411660777
281,yellow,-30,567-2008 B,RUBR,33.6,68.5,,3/13/20,0.490510949
455,green,-40,567-2008 B,RUBR,28,56.3,,3/13/20,0.497335702
796,blue,-80,567-2008 B,RUBR,35,68.5,,3/13/20,0.510948905
430,green,-60,567-2008 B,RUBR,19.8,38.5,,3/13/20,0.514285714
806,blue,-80,567-2008 B,RUBR,21.5,39.9,,3/13/20,0.538847118
447,green,-40,567-2008 B,RUBR,20.4,35.7,,3/13/20,0.571428571
315,yellow,-30,567-2008 B,RUBR,29,48.8,,3/13/20,0.594262295
477,green,-40,567-2008 B,RUBR,36.3,60.2,,3/13/20,0.602990033
423,green,-60,567-2008 B,RUBR,32.5,53.6,,3/13/20,0.606343284
802,blue,-80,567-2008 B,RUBR,37.8,59.5,,3/13/20,0.635294118
440,green,-60,567-2008 B,RUBR,42.1,58.2,,3/13/20,0.723367698
669,red,4,603-2008 A,SPIC,1.3,59.8,,3/13/20,0.02173913
687,red,4,603-2008 A,SPIC,7.6,67.1,,3/13/20,0.113263785
657,red,4,603-2008 A,SPIC,10.1,66.6,,3/13/20,0.151651652
694,orange,-10,603-2008 A,SPIC,7.2,46.3,,3/13/20,0.155507559
693,orange,-10,603-2008 A,SPIC,11,63.7,,3/13/20,0.172684458
691,orange,-10,603-2008 A,SPIC,15.3,70,,3/13/20,0.218571429
707,orange,-20,603-2008 A,SPIC,10.7,48,,3/13/20,0.222916667
704,orange,-20,603-2008 A,SPIC,20.3,66.9,,3/13/20,0.303437967
254,orange,-20,603-2008 A,SPIC,18.7,58.4,,3/13/20,0.320205479
332,yellow,-30,603-2008 A,SPIC,27.9,67.1,,3/13/20,0.415797317
483,green,-40,603-2008 A,SPIC,39.1,83.1,,3/13/20,0.470517449
338,yellow,-30,603-2008 A,SPIC,27.6,55.9,,3/13/20,0.493738819
812,blue,-80,603-2008 A,SPIC,45.8,91,,3/13/20,0.503296703
386,green,-40,603-2008 A,SPIC,34.9,66.5,,3/13/20,0.52481203
392,green,-60,603-2008 A,SPIC,30.4,55.6,,3/13/20,0.54676259
346,yellow,-30,603-2008 A,SPIC,36.3,66.2,,3/13/20,0.548338369
767,green,-60,603-2008 A,SPIC,29.7,54,,3/13/20,0.55
810,blue,-80,603-2008 A,SPIC,48.3,85.3,,3/13/20,0.566236811
397,green,-40,603-2008 A,SPIC,30.7,53.8,,3/13/20,0.57063197
755,green,-60,603-2008 A,SPIC,29.7,49.1,,3/13/20,0.604887984
794,blue,-80,603-2008 A,SPIC,43.5,60.8,,3/13/20,0.715460526
9,red,4,666-94 A,DAVI,20.8,93.7,,3/13/20,0.221985059
114,red,4,666-94 A,DAVI,18.1,69.4,,3/13/20,0.260806916
90,red,4,666-94 A,DAVI,22.4,79.4,,3/13/20,0.282115869
50,red,-10,666-94 A,DAVI,22.5,78.4,,3/13/20,0.286989796
86,red,-10,666-94 A,DAVI,26.2,90.4,,3/13/20,0.289823009
125,red,-10,666-94 A,DAVI,28.1,80.9,,3/13/20,0.347342398
223,orange,-20,666-94 A,DAVI,51.7,75.5,,3/13/20,0.684768212
218,orange,-20,666-94 A,DAVI,67.7,93.8,,3/13/20,0.721748401
330,yellow,-30,666-94 A,DAVI,65.3,89.1,,3/13/20,0.7328844
550,blue,-80,666-94 A,DAVI,57.6,78.5,,3/13/20,0.733757962
511,green,-40,666-94 A,DAVI,82,108.2,,3/13/20,0.757855823
204,orange,-20,666-94 A,DAVI,64.6,83.2,,3/13/20,0.776442308
508,green,-40,666-94 A,DAVI,71.5,91.8,,3/13/20,0.778867102
510,green,-40,666-94 A,DAVI,80,102,,3/13/20,0.784313725
298,yellow,-30,666-94 A,DAVI,74.7,93.4,,3/13/20,0.799785867
333,yellow,-30,666-94 A,DAVI,61.7,74.5,,3/13/20,0.828187919
628,blue,-60,666-94 A,DAVI,83.4,91.9,,3/13/20,0.907508161
574,blue,-60,666-94 A,DAVI,38,38.7,,3/13/20,0.981912145
558,blue,-80,666-94 A,DAVI,58.3,54.7,,3/13/20,1.065813528
31,red,-10,699-89 A,CAMP,6.2,38.3,,3/13/20,0.161879896
113,red,4,699-89 A,CAMP,8.1,46.1,,3/13/20,0.175704989
72,red,4,699-89 A,CAMP,8.1,45.5,,3/13/20,0.178021978
107,red,-10,699-89 A,CAMP,10.1,52.5,,3/13/20,0.192380952
6,red,-10,699-89 A,CAMP,9.6,46.2,,3/13/20,0.207792208
70,red,4,699-89 A,CAMP,11.1,52.4,,3/13/20,0.211832061
139,orange,-20,699-89 A,CAMP,10.4,37.3,,3/13/20,0.278820375
154,orange,-20,699-89 A,CAMP,10.7,33.6,,3/13/20,0.318452381
146,orange,-20,699-89 A,CAMP,13.7,42.1,,3/13/20,0.325415677
376,yellow,-30,699-89 A,CAMP,15.1,37.7,,3/13/20,0.400530504
360,yellow,-30,699-89 A,CAMP,25.8,54.2,,3/13/20,0.47601476
610,blue,-80,699-89 A,CAMP,27.3,55.5,,3/13/20,0.491891892
306,yellow,-30,699-89 A,CAMP,33.9,66.6,,3/13/20,0.509009009
433,green,-40,699-89 A,CAMP,35.7,69.5,,3/13/20,0.513669065
602,blue,-60,699-89 A,CAMP,26.7,48,,3/13/20,0.55625
451,green,-40,699-89 A,CAMP,28.5,50.6,,3/13/20,0.563241107
414,green,-40,699-89 A,CAMP,20.3,34.8,,3/13/20,0.583333333
553,blue,-80,699-89 A,CAMP,59.4,82.9,,3/13/20,0.716525935
601,blue,-60,699-89 A,CAMP,32.8,42.6,,3/13/20,0.769953052
584,blue,-80,699-89 A,CAMP,50.9,65.5,,3/13/20,0.777099237
581,blue,-60,699-89 A,CAMP,42.8,50.3,,3/13/20,0.850894632
661,red,4,750-55 B,PSEP,14.4,148.9,,3/13/20,0.096709201
667,red,4,750-55 B,PSEP,27.4,204,,3/13/20,0.134313725
207,orange,-10,750-55 B,PSEP,18.5,119.6,,3/13/20,0.154682274
212,orange,-10,750-55 B,PSEP,19.8,105.8,,3/13/20,0.187145558
659,red,4,750-55 B,PSEP,41.5,199.5,,3/13/20,0.20802005
164,orange,-10,750-55 B,PSEP,25.4,119.2,,3/13/20,0.213087248
273,yellow,-30,750-55 B,PSEP,61.1,155.5,,3/13/20,0.392926045
263,yellow,-30,750-55 B,PSEP,92.7,222.7,,3/13/20,0.416255052
209,orange,-20,750-55 B,PSEP,64.4,154,,3/13/20,0.418181818
426,green,-60,750-55 B,PSEP,68.9,158.8,,3/13/20,0.433879093
582,blue,-80,750-55 B,PSEP,54.7,118.4,,3/13/20,0.461993243
407,green,-60,750-55 B,PSEP,78.4,148.7,,3/13/20,0.527236046
603,blue,-80,750-55 B,PSEP,95.3,179,,3/13/20,0.532402235
418,green,-40,750-55 B,PSEP,93.5,175.3,,3/13/20,0.533371363
415,green,-40,750-55 B,PSEP,94.9,176.7,,3/13/20,0.537068478
259,yellow,-30,750-55 B,PSEP,93,170.3,,3/13/20,0.546095126
420,green,-60,750-55 B,PSEP,130.8,228.6,,3/13/20,0.572178478
478,green,-40,750-55 B,PSEP,142.2,243.6,,3/13/20,0.583743842
537,blue,-80,750-55 B,PSEP,114.1,195.1,,3/13/20,0.584828293
652,red,4,78-2000 B,TATA,2.8,27.7,,3/13/20,0.101083032
180,orange,-10,78-2000 B,TATA,7.8,34.7,,3/13/20,0.224783862
670,red,4,78-2000 B,TATA,9.1,35.5,,3/13/20,0.256338028
227,orange,-20,78-2000 B,TATA,7.9,30.1,,3/13/20,0.262458472
705,orange,-10,78-2000 B,TATA,7.8,29.3,,3/13/20,0.266211604
339,yellow,-30,78-2000 B,TATA,11.2,31.2,,3/13/20,0.358974359
710,orange,-20,78-2000 B,TATA,11.4,28.3,,3/13/20,0.402826855
700,orange,-20,78-2000 B,TATA,13.3,32.1,,3/13/20,0.414330218
294,yellow,-30,78-2000 B,TATA,11.8,26.8,,3/13/20,0.440298507
752,green,-60,78-2000 B,TATA,12.2,25.9,,3/13/20,0.471042471
797,blue,-80,78-2000 B,TATA,14.3,29.1,,3/13/20,0.491408935
768,green,-60,78-2000 B,TATA,13.3,26.5,,3/13/20,0.501886792
770,green,-40,78-2000 B,TATA,14.7,28.2,,3/13/20,0.521276596
378,yellow,-30,78-2000 B,TATA,11.9,22.7,,3/13/20,0.524229075
766,green,-40,78-2000 B,TATA,24.5,38.4,,3/13/20,0.638020833
762,green,-60,78-2000 B,TATA,19.3,30.1,,3/13/20,0.641196013
749,green,-40,78-2000 B,TATA,18.2,28.3,,3/13/20,0.643109541
798,blue,-80,78-2000 B,TATA,19,27.7,,3/13/20,0.685920578
674,red,4,187-2006 B,SACC,4.6,70.5,,3/13/20,0.065248227
663,red,4,187-2006 B,SACC,6.1,54.5,,3/13/20,0.111926606
715,orange,-10,187-2006 B,SACC,12.4,66.2,,3/13/20,0.187311178
720,orange,-10,187-2006 B,SACC,19.4,87.8,,3/13/20,0.22095672
726,orange,-20,187-2006 B,SACC,29.3,117.6,,3/13/20,0.24914966
718,orange,-20,187-2006 B,SACC,14.9,58.8,,3/13/20,0.253401361
706,orange,-10,187-2006 B,SACC,14.2,49.9,,3/13/20,0.284569138
713,orange,-20,187-2006 B,SACC,23.8,75.2,,3/13/20,0.316489362
368,yellow,-30,187-2006 B,SACC,22.2,66.1,,3/13/20,0.335854766
274,yellow,-30,187-2006 B,SACC,21.9,54.5,,3/13/20,0.401834862
489,green,-40,187-2006 B,SACC,22.4,51,,3/13/20,0.439215686
485,green,-60,187-2006 B,SACC,27.5,59.9,,3/13/20,0.459098497
377,yellow,-30,187-2006 B,SACC,35.3,73.3,,3/13/20,0.481582538
495,green,-60,187-2006 B,SACC,47.8,91.5,,3/13/20,0.522404372
464,green,-40,187-2006 B,SACC,42.9,79.3,,3/13/20,0.540983607
494,green,-60,187-2006 B,SACC,45.5,82.2,,3/13/20,0.553527981
787,blue,-80,187-2006 B,SACC,36,60.4,,3/13/20,0.59602649
799,blue,-80,187-2006 B,SACC,58.3,93.8,,3/13/20,0.621535181
813,blue,-80,187-2006 B,SACC,63.4,94.1,,3/13/20,0.673751328
665,red,4,Bussey1,NEGU,9.9,89,,3/13/20,0.111235955
66,red,4,Bussey1,NEGU,12.9,102,,3/13/20,0.126470588
653,red,4,Bussey1,NEGU,14.1,105.3,,3/13/20,0.133903134
641,red,-10,Bussey1,NEGU,38.5,152,,3/13/20,0.253289474
645,red,-10,Bussey1,NEGU,29.2,106.1,,3/13/20,0.275212064
675,red,-10,Bussey1,NEGU,35.1,126.4,,3/13/20,0.277689873
240,orange,-20,Bussey1,NEGU,66.7,142,,3/13/20,0.46971831
232,orange,-20,Bussey1,NEGU,70.1,142.8,,3/13/20,0.490896359
206,orange,-20,Bussey1,NEGU,94.5,170.5,,3/13/20,0.554252199
612,blue,-60,Bussey1,NEGU,67.3,121.2,,3/13/20,0.555280528
283,yellow,-30,Bussey1,NEGU,93,155.4,,3/13/20,0.598455598
480,green,-40,Bussey1,NEGU,83,136,,3/13/20,0.610294118
258,yellow,-30,Bussey1,NEGU,112,182.5,,3/13/20,0.61369863
293,yellow,-30,Bussey1,NEGU,129.5,204.5,,3/13/20,0.633251834
428,green,-40,Bussey1,NEGU,91.3,128.1,,3/13/20,0.712724434
437,green,-40,Bussey1,NEGU,98.3,134.1,,3/13/20,0.733035048
521,blue,-60,Bussey1,NEGU,53.6,68.1,,3/13/20,0.787077827
518,blue,-60,Bussey1,NEGU,107.7,132.3,,3/13/20,0.814058957
635,blue,-80,Bussey1,NEGU,104.1,124.5,,3/13/20,0.836144578
111,red,4,Bussey2,NEGU,11.5,93.4,,3/13/20,0.123126338
37,red,4,Bussey2,NEGU,13.7,104.4,,3/13/20,0.131226054
108,red,4,Bussey2,NEGU,13.1,86.8,,3/13/20,0.150921659
23,red,-10,Bussey2,NEGU,20,94.2,,3/13/20,0.212314225
49,red,-10,Bussey2,NEGU,28.4,122,,3/13/20,0.232786885
105,red,-10,Bussey2,NEGU,27.4,114.2,,3/13/20,0.239929947
151,orange,-20,Bussey2,NEGU,46.6,132.4,,3/13/20,0.351963746
237,orange,-20,Bussey2,NEGU,42.1,111.4,,3/13/20,0.377917415
185,orange,-20,Bussey2,NEGU,44.6,105.8,,3/13/20,0.421550095
